subject,course_code,type,course_title,weekdays,time,instructors,location
BUSA,250,Lecture,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,John Joseph Allaster,BRONF 151
BUSA,250,Lecture,Expressive Analysis for Management.,TR,10:05 am-11:25 am,John Joseph Allaster,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,TR,10:05 am-11:25 am,John Joseph Allaster,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,MW,08:35 am-09:55 am,Anushree Joshi,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,Anushree Joshi,BRONF 151
BUSA,250,Lecture,Expressive Analysis for Management.,MW,08:35 am-09:55 am,Anushree Joshi,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,MW,08:35 am-09:55 am,Anushree Joshi,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,John Joseph Allaster,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,John Joseph Allaster,BRONF 151
BUSA,250,Lecture,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,John Joseph Allaster,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,John Joseph Allaster,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,Anushree Joshi,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,Anushree Joshi,BRONF 151
BUSA,250,Lecture,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,Anushree Joshi,BRONF 011
BUSA,250,Lecture,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,Anushree Joshi,BRONF 011
BUSA,356,Lecture,Management in Global Context.,M,06:05 pm-08:55 pm,"William Polushin , Gabriel Gabriel Ethier",BRONF 011
BUSA,356,Lecture,Management in Global Context.,W,06:05 pm-08:55 pm,"William Polushin , Gabriel Gabriel Ethier",BRONF 011
BUSA,364,Lecture,Business Law 1.,M,06:05 pm-08:55 pm,Stephen De Four-Wyre,ARMST 065
BUSA,364,Lecture,Business Law 1.,W,06:05 pm-08:55 pm,Stephen De Four-Wyre,ARMST 065
BUSA,391,Lecture,International Business Law.,W,06:05 pm-08:55 pm,Leslie A Beck,BRONF 011
BUSA,394,Lecture,Managing in Asia.,T,06:05 pm-08:55 pm,William Polushin,BRONF 011
BUSA,433,Lecture,Topics in International Business 1.,MW,11:35 am-12:55 pm,Donald Melville,BRONF 410
BUSA,465,Lecture,Technological Entrepreneurship.,MW,10:05 am-11:25 am,Amir H Taherizadeh,BRONF 360
BUSA,690,Lecture,Advanced Topics in Management 1.,MW,10:05 am-11:25 am,Niels Dr Billou,ARMST 255
BUSA,691,Lecture,Advanced Topics in Management 2.,F,09:05 am-11:55 am,Donald Melville,BRONF 210
BUSA,691,Lecture,Advanced Topics in Management 2.,R,09:05 am-11:55 am,Donald Melville,BRONF 210
BUSA,692,Lecture,Advanced Topics in Management 3.,W,08:35 am-11:25 am,Jared Wesley Lee,BRONF 423
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,W,11:35 am-02:25 pm,Shoeb Hosain,BRONF 423
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,R,06:05 pm-08:55 pm,Shoeb Hosain,ARMST 260
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,M,06:05 pm-08:55 pm,Shoeb Hosain,ARMST 260
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,W,01:05 pm-02:25 pm,Shoeb Hosain,ARMST 265
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,M,02:05 pm-03:55 pm,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,WF,10:05 am-11:55 am,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,WF,02:05 pm-03:55 pm,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,R,08:35 am-11:25 am,Shoeb Hosain,BRONF 245
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,F,11:35 am-02:25 pm,Shoeb Hosain,ARMST 260
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,T,08:35 am-11:25 am,Shoeb Hosain,BRONF 245
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,R,02:35 pm-05:25 pm,Shoeb Hosain,ARMST 075
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,W,08:35 am-09:55 am,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,M,09:05 am-10:55 am,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,TR,10:05 am-11:55 am,Shoeb Hosain,ARMST 255
BUSA,693D2,Independent Study,Analytics and Solution Consulting Practicum.,TR,02:05 pm-03:55 pm,Shoeb Hosain,ARMST 255
CACC,520,Lecture,Accounting for Management.,R,06:05 pm-08:55 pm,Thierry Cohen,SH688 1155
CACF,210,Lecture,Introductory Financial Accounting.,R,06:05 pm-08:55 pm,Anas Gatbach,EDUC 613
CACF,215,Lecture,Introductory Managerial Accounting.,W,06:05 pm-08:55 pm,Jenny Bouras,BRONF 310
CACF,310,Lecture,Intermediate Financial Reporting 1.,R,06:05 pm-08:55 pm,Antoinette Noviello,SH688 1145
CACF,340,Lecture,Corporate Finance: Value Creation and Decision-Making.,T,06:05 pm-08:55 pm,Jason Scott Campbell,BRONF 310
CAFT,604,Lecture,"Sex, Sexuality, and Contemporary Issues .",T,08:35 am-11:25 am,SARAH L. BURLEY,FERR 230
CAFT,609,Lecture,Advanced Couple Therapy.,T,02:35 pm-05:25 pm,Heather Beth MacIntosh,FERR 105
CAFT,609,Break-Out Room,Advanced Couple Therapy.,T,02:35 pm-05:25 pm,Heather Beth MacIntosh,FERR 422
CAFT,610,Lecture,Biological Foundations of Behaviour for C&FTs.,R,11:35 am-02:25 pm,Marjorie Rabiau,ARTS W-220
CAFT,611,Seminar,Internship 2 in Couple and Family Therapy.,R,02:35 pm-05:25 pm,Alison Mary Carpenter,SH688 465
CANS,301,Lecture,Topics in Canadian Studies 2.,TR,11:35 am-12:55 pm,Jodey Dr Nurse,FERR 105
CANS,311,Lecture,Topics in Canadian Public Affairs 1.,TR,02:35 pm-03:55 pm,Jeremy Andrew Potter,EDUC 338
CANS,312,Lecture,Topics in Canadian Public Affairs 2.,W,02:35 pm-05:25 pm,Jodey Dr Nurse,FERR 105
CANS,401,Seminar,CANS seminar 1,F,08:35 am-11:25 am,Michael Dr Orsini,FERR 105
CANS,401,Seminar,CANS seminar 1,R,08:35 am-11:25 am,Michael Dr Orsini,FERR 105
CANS,406,Seminar,Canadian Studies Seminar 6.,TR,10:05 am-11:25 am,Daniel Béland,RPHYS 118
CANS,413,Seminar,Canada and Quebec Seminar.,F,11:35 am-02:25 pm,Mary Anne Poutanen,FERR 105
CANS,413,Seminar,Canada and Quebec Seminar.,R,11:35 am-02:25 pm,Mary Anne Poutanen,FERR 105
CANS,420,Seminar,Shaping Public Affairs in Canada.,T,08:35 am-11:25 am,Jodey Dr Nurse,FERR 105
CATH,220,Lecture,Selected Topics in Catholic Studies.,T,11:05 am-12:55 pm,Brian A. A Butcher,BIRKS 105
CATH,220,Lecture,Selected Topics in Catholic Studies.,R,12:05 pm-12:55 pm,Brian A. A Butcher,BIRKS 105
CATH,310,Lecture,Catholic Intellectual Traditions.,TR,04:05 pm-05:25 pm,Douglas B Farrow,BIRKS 105
CCCS,300,Lecture,Programming Techniques 1.,T,06:05 pm-08:55 pm,Malleswara Talla,TBA
CCCS,300,Lecture,Programming Techniques 1.,T,06:05 pm-08:55 pm,Karan Sharma,TBA
CCCS,300,Lecture,Programming Techniques 1.,R,06:05 pm-08:55 pm,Malleswara Talla,TBA
CCCS,301,Lecture,Programming Techniques 2.,M,06:05 pm-08:55 pm,Tzu-Yang Yu,TBA
CCCS,301,Lecture,Programming Techniques 2.,W,06:05 pm-08:55 pm,Tzu-Yang Yu,TBA
CCCS,301,Lecture,Programming Techniques 2.,W,06:05 pm-08:55 pm,Tzu-Yang Yu,TBA
CCCS,301,Lecture,Programming Techniques 2.,W,06:05 pm-08:55 pm,Tzu-Yang Yu,TBA
CCCS,310,Lecture,Web Development.,T,06:05 pm-08:55 pm,Khattar Daou,TBA
CCCS,310,Lecture,Web Development.,R,06:05 pm-08:55 pm,Khattar Daou,TBA
CCCS,315,Lecture,Data Structures and Algorithms.,T,06:05 pm-08:55 pm,Farhad Rahbarnia,TBA
CCCS,315,Lecture,Data Structures and Algorithms.,R,06:05 pm-08:55 pm,Farhad Rahbarnia,TBA
CCCS,321,Lecture,Operating Systems Administration.,T,06:05 pm-08:55 pm,Graham Thorpe,TBA
CCCS,321,Lecture,Operating Systems Administration.,R,06:05 pm-08:55 pm,Graham Thorpe,TBA
CCCS,321,Lecture,Operating Systems Administration.,R,06:05 pm-08:55 pm,Esaie Kuitche Kamela,TBA
CCCS,425,Lecture,Web Services.,M,06:05 pm-08:55 pm,Reza Mr Mirsalari,TBA
CCCS,425,Lecture,Web Services.,W,06:05 pm-08:55 pm,Reza Mr Mirsalari,TBA
CCCS,425,Lecture,Web Services.,R,06:05 pm-08:55 pm,Reza Mr Mirsalari,TBA
CCCS,425,Lecture,Web Services.,W,06:05 pm-08:55 pm,Reza Mr Mirsalari,TBA
CCCS,431,Lecture,Networking Fundamentals.,M,06:05 pm-08:55 pm,Ali Jannatpour,TBA
CCCS,431,Lecture,Networking Fundamentals.,W,06:04 pm-08:55 pm,Ali Jannatpour,TBA
CCCS,431,Lecture,Networking Fundamentals.,W,06:05 pm-08:55 pm,Ali Jannatpour,TBA
CCCS,431,Lecture,Networking Fundamentals.,M,06:05 pm-08:55 pm,Hakim Mellah,TBA
CCCS,431,Lecture,Networking Fundamentals.,W,06:05 pm-08:55 pm,Hakim Mellah,TBA
CCCS,431,Lecture,Networking Fundamentals.,W,06:05 pm-08:55 pm,Hakim Mellah,TBA
CCCS,431,Lecture,Networking Fundamentals.,W,06:05 pm-08:55 pm,Ali Jannatpour,TBA
CCCS,450,Lecture,Access Control and Defence Methods.,M,06:05 pm-08:55 pm,Christian Mr Kengne,TBA
CCCS,450,Lecture,Access Control and Defence Methods.,W,06:05 pm-08:55 pm,Christian Mr Kengne,TBA
CCCS,450,Lecture,Access Control and Defence Methods.,W,06:05 pm-08:55 pm,Christian Mr Kengne,TBA
CCCS,452,Lecture,Security Program Architecture and Engineering.,M,06:05 pm-08:55 pm,Nagi Basha,TBA
CCCS,452,Lecture,Security Program Architecture and Engineering.,W,06:05 pm-08:55 pm,Nagi Basha,TBA
CCCS,452,Lecture,Security Program Architecture and Engineering.,W,06:05 pm-08:55 pm,Nagi Basha,TBA
CCCS,453,Lecture,Security Risk Management and Governance.,F,06:05 pm-08:55 pm,Nagi Basha,TBA
CCCS,453,Lecture,Security Risk Management and Governance.,R,06:05 pm-08:55 pm,Nagi Basha,TBA
CCCS,453,Lecture,Security Risk Management and Governance.,T,06:05 pm-08:55 pm,Nagi Basha,TBA
CCFA,500,Lecture,Professional Ethical Practices.,T,06:05 pm-08:55 pm,Eduardo Lima,TBA
CCFA,505,Lecture,Financial Modeling.,T,06:05 pm-08:55 pm,Eduardo Lima,TBA
CCFA,510,Lecture,Current Operations in Global Financial Markets.,R,06:05 pm-08:55 pm,Eduardo Lima,TBA
CCFA,515,Lecture,Essentials of Financial Reporting and Analysis.,M,06:05 pm-08:55 pm,Shahenda El Gindi,TBA
CCFA,515,Lecture,Essentials of Financial Reporting and Analysis.,W,06:05 pm-08:55 pm,Shahenda El Gindi,TBA
CCFA,520,Lecture,Theory of Capital Structure and Corporate Finance 1.,S,09:05 am-11:55 am,Eduardo Lima,TBA
CCFA,530,Lecture,Introduction to Applications and Uses of Derivatives.,T,06:05 pm-08:55 pm,Vadim di Pietro,TBA
CCFA,535,Lecture,Theory of Capital Structure and Corporate Finance 2.,S,09:05 am-11:55 am,Jason Scott Campbell,TBA
CCFC,511,Lecture,Financial Accounting 1.,R,06:05 pm-08:55 pm,Ralph Cecere,BRONF 340
CCFC,512,Lecture,Financial Accounting 2.,W,06:05 pm-08:55 pm,Anas Gatbach,BRONF 340
CCTR,401,Lecture,Independent Studies: Translation.,M,06:05 pm-08:55 pm,Eric Laurent Dupont,NOROOM
CCTR,401,Lecture,Independent Studies: Translation.,W,06:05 pm-08:55 pm,Eric Laurent Dupont,NOROOM
CCTR,500,Practicum,Translation Practicum 1.,M,06:05 pm-08:55 pm,"Marie-Hélène Girard , Eric Laurent Dupont",NOROOM
CCTR,500,Practicum,Translation Practicum 1.,W,06:05 pm-08:55 pm,"Marie-Hélène Girard , Eric Laurent Dupont",NOROOM
CCTR,507,Lecture,Editing and Revising (French) .,R,06:05 pm-08:55 pm,Eric Laurent Dupont,NOROOM
CCTR,541,Lecture,Legal Translation: General.,T,06:05 pm-08:55 pm,"Arnaud Tellier-Marcil , Jean-Frédéric Yukio Wolfgang Hübsch",NOROOM
CCTR,600,Practicum,Translation Practicum 2.,M,06:05 pm-08:55 pm,"Marie-Hélène Girard , Eric Laurent Dupont",NOROOM
CCTR,600,Practicum,Translation Practicum 2.,W,06:05 pm-08:55 pm,"Marie-Hélène Girard , Eric Laurent Dupont",NOROOM
CCTR,643,Web Course,Language Management in the Justice Sector .,M,06:05 pm-08:55 pm,Lyne Jolette,NOROOM
CCTR,643,Web Course,Language Management in the Justice Sector .,W,06:05 pm-08:55 pm,Lyne Jolette,NOROOM
CCTX,511,Lecture,Taxation 1.,M,06:05 pm-08:55 pm,Joseph N. Armanious,LEA 110
CCTX,511,Lecture,Taxation 1.,W,06:05 pm-08:55 pm,Joseph N. Armanious,LEA 110
CEEN,104,Lecture,Elementary English 1.,T,06:05 pm-08:55 pm,Ashifa Shamji,SH688 1399
CEEN,106,Lecture,Elementary English 2.,T,06:05 pm-08:55 pm,Louise Kyrtatas,SH688 1151
CEEN,211,Lecture,Functional English Grammar/Writing 1.,S,09:35 am-12:25 pm,Dina Evangelinelis,SH688 1151
CEEN,211,Lecture,Functional English Grammar/Writing 1.,T,10:05 am-12:55 pm,TBA,SH688
CEEN,211,Lecture,Functional English Grammar/Writing 1.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,211,Lecture,Functional English Grammar/Writing 1.,M,06:05 pm-08:55 pm,Sarah Ann Rooney,SH688 1145
CEEN,211,Lecture,Functional English Grammar/Writing 1.,W,06:05 pm-08:55 pm,Sarah Ann Rooney,SH688 1145
CEEN,211,Lecture,Functional English Grammar/Writing 1.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,211,Lecture,Functional English Grammar/Writing 1.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,212,Lecture,English Communication Practice 1.,S,09:35 am-12:25 pm,TBA,SH688
CEEN,212,Lecture,English Communication Practice 1.,M,10:05 am-12:55 pm,TBA,SH688
CEEN,212,Lecture,English Communication Practice 1.,W,10:05 am-12:55 pm,TBA,SH688
CEEN,212,Lecture,English Communication Practice 1.,S,01:35 pm-04:25 pm,Gordon Wong,SH688 1065
CEEN,212,Lecture,English Communication Practice 1.,T,06:05 pm-08:55 pm,Jonathan Mitchell,SH688 1145
CEEN,212,Lecture,English Communication Practice 1.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,212,Lecture,English Communication Practice 1.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,221,Lecture,Functional English Grammar/Writing 2.,S,09:35 am-12:25 pm,Michelle Seymour,SH688 1145
CEEN,221,Lecture,Functional English Grammar/Writing 2.,W,10:05 am-12:55 pm,Natasha Roy,SH688 1055
CEEN,221,Lecture,Functional English Grammar/Writing 2.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,221,Lecture,Functional English Grammar/Writing 2.,M,06:05 pm-08:55 pm,Bruce Manson,SH688 1085
CEEN,221,Lecture,Functional English Grammar/Writing 2.,W,06:05 pm-08:55 pm,Bruce Manson,SH688 1085
CEEN,221,Lecture,Functional English Grammar/Writing 2.,T,06:05 pm-08:55 pm,TBA,SH688
CEEN,221,Lecture,Functional English Grammar/Writing 2.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,222,Lecture,English Communication Practice 2.,S,09:35 am-12:25 pm,TBA,SH688
CEEN,222,Lecture,English Communication Practice 2.,R,10:05 am-12:55 pm,Carmen Borsellino,SH688 1055
CEEN,222,Lecture,English Communication Practice 2.,S,01:35 pm-04:25 pm,Susan Lebrun,SH688 1365
CEEN,222,Lecture,English Communication Practice 2.,M,06:05 pm-08:55 pm,TBA,SH688
CEEN,222,Lecture,English Communication Practice 2.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,222,Lecture,English Communication Practice 2.,T,06:05 pm-08:55 pm,Ben Magagnin,SH688 1047
CEEN,222,Lecture,English Communication Practice 2.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,266,Lecture,Introduction to Creative Writing.,S,01:35 pm-04:25 pm,Kathy Horner,SH688 1265
CEEN,267,Lecture,English Study Topics: The Story of Canada.,R,06:05 pm-08:55 pm,Christopher Godawa,SH688 1165
CEEN,301,Lecture,English Grammar in Context.,S,09:35 am-12:25 pm,TBA,SH688
CEEN,301,Lecture,English Grammar in Context.,W,06:05 pm-08:55 pm,Jerome Sestak,SH688 1165
CEEN,302,Lecture,English Pronunciation: Stress and Intonation.,T,06:05 pm-08:55 pm,Cheryl Conroy,SH688 1085
CEEN,302,Lecture,English Pronunciation: Stress and Intonation.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,331,Lecture,Functional English Grammar/Writing 3.,S,09:35 am-12:25 pm,Sonia Hambleton,SH688 1085
CEEN,331,Lecture,Functional English Grammar/Writing 3.,M,10:05 am-12:55 pm,Bryan Chan Yen Johnson,SH688 1047
CEEN,331,Lecture,Functional English Grammar/Writing 3.,W,10:05 am-12:55 pm,Bryan Chan Yen Johnson,SH688 1047
CEEN,331,Lecture,Functional English Grammar/Writing 3.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,331,Lecture,Functional English Grammar/Writing 3.,T,06:05 pm-08:55 pm,TBA,TBA
CEEN,331,Lecture,Functional English Grammar/Writing 3.,W,06:05 pm-08:55 pm,Mike Chamberlain,SH688 1355
CEEN,331,Lecture,Functional English Grammar/Writing 3.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,332,Lecture,English Communication Practice 3.,S,09:35 am-12:25 pm,TBA,SH688
CEEN,332,Lecture,English Communication Practice 3.,T,10:05 am-12:55 pm,Louise Kyrtatas,SH688 1265
CEEN,332,Lecture,English Communication Practice 3.,S,01:35 pm-04:25 pm,Catherine Langston,SH688 1355
CEEN,332,Lecture,English Communication Practice 3.,M,06:05 pm-08:55 pm,TBA,SH688
CEEN,332,Lecture,English Communication Practice 3.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,332,Lecture,English Communication Practice 3.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,332,Lecture,English Communication Practice 3.,R,06:05 pm-08:55 pm,David F Turpie,SH688 1371
CEEN,401,Lecture,English Vocabulary in Context.,T,10:05 am-12:55 pm,TBA,SH688
CEEN,401,Lecture,English Vocabulary in Context.,R,06:05 pm-08:55 pm,Anna Panunto,SH688 1085
CEEN,402,Lecture,English Communication and Cultural Patterns.,S,01:35 pm-04:25 pm,Giovanna Julia Mercuri-Albisi,SH688 1085
CEEN,402,Lecture,English Communication and Cultural Patterns.,T,06:05 pm-08:55 pm,TBA,SH688
CEEN,403,Lecture,Strategic Communication in English.,M,06:05 pm-08:55 pm,Lorraine Inglis Inglis,SH688 1055
CEEN,403,Lecture,Strategic Communication in English.,W,06:05 pm-08:55 pm,Lorraine Inglis Inglis,SH688 1055
CEEN,403,Lecture,Strategic Communication in English.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,404,Lecture,English Creative Non-fiction Writing.,W,06:05 pm-08:55 pm,Sarah Artley Wolfson,SH688 1161
CEEN,411,Lecture,English Grammar and Writing Techniques.,S,09:35 am-12:25 pm,Stephen MacDonald,SH688 1371
CEEN,411,Lecture,English Grammar and Writing Techniques.,M,10:05 am-12:55 pm,Louise Ashcroft,SH688 1051
CEEN,411,Lecture,English Grammar and Writing Techniques.,W,10:05 am-12:55 pm,Louise Ashcroft,SH688 1051
CEEN,411,Lecture,English Grammar and Writing Techniques.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,411,Lecture,English Grammar and Writing Techniques.,T,06:05 pm-08:55 pm,TBA,SH688 1155
CEEN,411,Lecture,English Grammar and Writing Techniques.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,411,Lecture,English Grammar and Writing Techniques.,R,06:05 pm-08:55 pm,TBA,SH688
CEEN,412,Lecture,English Oral Communication Techniques.,S,09:35 am-12:25 pm,TBA,SH688
CEEN,412,Lecture,English Oral Communication Techniques.,R,10:05 am-12:55 pm,Patricia Tokai,SH688 1365
CEEN,412,Lecture,English Oral Communication Techniques.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,412,Lecture,English Oral Communication Techniques.,M,06:05 pm-08:55 pm,TBA,SH688
CEEN,412,Lecture,English Oral Communication Techniques.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,412,Lecture,English Oral Communication Techniques.,T,06:05 pm-08:55 pm,Dina Singal,SH688 1165
CEEN,412,Lecture,English Oral Communication Techniques.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,421,Lecture,English Written Communication Contexts.,S,09:35 am-12:25 pm,Michelle Warner,SH688 1051
CEEN,421,Lecture,English Written Communication Contexts.,M,10:05 am-12:55 pm,TBA,SH688
CEEN,421,Lecture,English Written Communication Contexts.,W,10:05 am-12:55 pm,TBA,SH688
CEEN,421,Lecture,English Written Communication Contexts.,S,01:35 pm-04:25 pm,TBA,SH688
CEEN,421,Lecture,English Written Communication Contexts.,T,06:05 pm-08:55 pm,Christine Que,SH688 1055
CEEN,421,Lecture,English Written Communication Contexts.,W,06:05 pm-08:55 pm,TBA,SH688
CEEN,421,Lecture,English Written Communication Contexts.,R,06:05 pm-08:55 pm,TBA,SH688
CEFN,102,Lecture,Basic French.,S,09:35 am-12:25 pm,Eric Laurent Dupont,SH688 1399
CEFN,106,Lecture,Fundamentals of French Grammar and Writing.,S,01:35 pm-04:25 pm,TBA,SH688
CEFN,106,Lecture,Fundamentals of French Grammar and Writing.,M,06:05 pm-08:55 pm,Alexânia Ripoll,SH688 1399
CEFN,106,Lecture,Fundamentals of French Grammar and Writing.,W,06:05 pm-08:55 pm,Alexânia Ripoll,SH688 1399
CEFN,107,Lecture,Fundamentals of French Oral Communication.,S,09:35 am-12:25 pm,TBA,SH688
CEFN,107,Lecture,Fundamentals of French Oral Communication.,W,06:05 pm-08:55 pm,Dominique Lemay,SH688 1395
CEFN,211,Lecture,Functional French Grammar/Writing 1.,W,06:05 pm-08:55 pm,TBA,SH688
CEFN,211,Lecture,Functional French Grammar/Writing 1.,R,06:05 pm-08:55 pm,Grace Ms Mitri-Younes,SH688 1395
CEFN,212,Lecture,French Communication Practice 1.,S,09:35 am-12:25 pm,TBA,SH688
CEFN,212,Lecture,French Communication Practice 1.,T,06:05 pm-08:55 pm,Manon Gadbois,SH688 1371
CEFN,221,Lecture,Functional French Grammar/Writing 2.,M,06:05 pm-08:55 pm,TBA,SH688
CEFN,221,Lecture,Functional French Grammar/Writing 2.,W,06:05 pm-08:55 pm,TBA,SH688
CEFN,221,Lecture,Functional French Grammar/Writing 2.,W,06:05 pm-08:55 pm,Jean Dumont,SH688 1055
CEFN,222,Lecture,French Communication Practice 2.,S,09:35 am-12:25 pm,Tomasz Maciej Kiczka,SH688 1365
CEFN,222,Lecture,French Communication Practice 2.,T,06:05 pm-08:55 pm,TBA,SH688
CEFN,331,Lecture,Functional French Grammar/Writing 3.,M,06:05 pm-08:55 pm,Jean-Francois Groulx,SH688 1371
CEFN,331,Lecture,Functional French Grammar/Writing 3.,W,06:05 pm-08:55 pm,Jean-Francois Groulx,SH688 1371
CEFN,331,Lecture,Functional French Grammar/Writing 3.,T,06:05 pm-08:55 pm,TBA,SH688
CEFN,332,Lecture,French Communication Practice 3.,W,06:05 pm-08:55 pm,Grace Ms Mitri-Younes,SH688 1155
CEFN,332,Lecture,French Communication Practice 3.,R,06:05 pm-08:55 pm,TBA,SH688
CEFN,401,Lecture,French Vocabulary in Context.,M,06:05 pm-08:55 pm,Mélina Martin,SH688 1155
CEFN,401,Lecture,French Vocabulary in Context.,W,06:05 pm-08:55 pm,Mélina Martin,SH688 1155
CEFN,411,Lecture,French Grammar/Writing Techniques.,M,06:05 pm-08:55 pm,TBA,SH688
CEFN,411,Lecture,French Grammar/Writing Techniques.,W,06:05 pm-08:55 pm,TBA,SH688
CEFN,411,Lecture,French Grammar/Writing Techniques.,T,06:05 pm-08:55 pm,Katayoun Katy Hojjat,SH688 1051
CEFN,412,Lecture,French Oral Communication Techniques.,W,06:05 pm-08:55 pm,Anne Sotirakis,SH688 1371
CEFN,412,Lecture,French Oral Communication Techniques.,R,06:05 pm-08:55 pm,TBA,SH688
CEFN,421,Lecture,French Written Communication Contexts.,W,06:05 pm-08:55 pm,Isabelle Aubouy,SH688 1365
CEGL,213,Lecture,English Language and Culture - Elementary 1.,MTWRF,09:35 am-03:25 pm,"Ashifa Shamji , Carmen Borsellino",SH688 1395
CEGL,213,Lecture,English Language and Culture - Elementary 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1065
CEGL,223,Lecture,English Language and Culture - Elementary 2.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CEGL,223,Lecture,English Language and Culture - Elementary 2.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1261
CEGL,313,Lecture,English Language and Culture - Intermediate 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CEGL,313,Lecture,English Language and Culture - Intermediate 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1145
CEGL,323,Lecture,English Language and Culture - Intermediate 2.,MTWRF,09:35 am-03:25 pm,"Lorraine Inglis Inglis , Cheryl Conroy",SH688 1151
CEGL,323,Lecture,English Language and Culture - Intermediate 2.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1155
CEGL,333,Lecture,English Language and Culture - Intermediate 3.,MTWRF,09:35 am-03:25 pm,"Louise Ashcroft , Christine Phillips",SH688 1155
CEGL,333,Lecture,English Language and Culture - Intermediate 3.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1161
CEGL,355,Lecture,English Language and Culture – Bridge.,MTWRF,09:35 am-03:25 pm,"Dean Garlick , Mike Chamberlain",SH688 1355
CEGL,355,Lecture,English Language and Culture – Bridge.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CEGL,355,Lecture,English Language and Culture – Bridge.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1151
CEGL,355,Lecture,English Language and Culture – Bridge.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1395
CEGL,413,Lecture,English Language and Culture - Advanced 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CEGL,413,Lecture,English Language and Culture - Advanced 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CEGL,413,Lecture,English Language and Culture - Advanced 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688 1355
CEGL,413,Lecture,English Language and Culture - Advanced 1.,MTWRF,09:35 am-03:25 pm,TBA,SH688
CGMG,210,Lecture,Fundamentals of Project Management.,F,08:05 am-05:25 pm,TBA,TBA
CGMG,210,Lecture,Fundamentals of Project Management.,S,08:05 am-05:25 pm,TBA,TBA
